row_index,sheet_number,scope,bid_item,text,text_frequency
1768,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1769,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1770,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1771,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1772,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1773,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1774,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1775,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1776,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1777,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1778,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1779,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1780,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1781,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1782,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1783,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1784,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1786,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1787,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1788,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1789,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1790,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1791,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1792,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1793,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1794,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1795,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1796,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1797,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1798,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1799,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1800,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1801,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1802,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1803,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1804,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1805,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1806,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1807,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1808,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1809,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1810,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1811,CU320,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1818,CU320,Electrical Utilities,Furnish & Install Electrical Manholes,EM,35
1819,CU320,Electrical Utilities,Furnish & Install Electrical Manholes,EM,35
1820,CU320,Electrical Utilities,Furnish & Install Electrical Manholes,EM,35
1821,CU320,Electrical Utilities,Furnish & Install Electrical Manholes,EM,35
1822,CU320,Electrical Utilities,Furnish & Install Electrical Manholes,EM,35
1823,CU320,Electrical Utilities,Furnish & Install Electrical Manholes,EM,35
1824,CU320,Electrical Utilities,Furnish & Install Electrical Manholes,EM,35
1825,CU320,Electrical Utilities,Furnish & Install Electrical Manholes,EM,35
1826,CU320,Electrical Utilities,Furnish & Install Electrical Manholes,EM,35
1827,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1828,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1829,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1830,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1831,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1832,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1833,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1834,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1835,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1836,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1837,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1838,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1839,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1840,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1841,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1842,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1843,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1844,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1845,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1846,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1847,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1848,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1849,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1850,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1851,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1852,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1853,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1854,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1855,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1856,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1857,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1858,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1859,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1860,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1861,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1862,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1863,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1864,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1865,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1866,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1867,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1868,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1869,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1870,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1871,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1872,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1873,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1874,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1875,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1876,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1877,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1878,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1879,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1880,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1881,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1882,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1883,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1884,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1885,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1886,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1887,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1888,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1889,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1890,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1891,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1892,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1893,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1894,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1895,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1896,CU320,Electrical Utilities,Furnish & Install Electrical Pull Boxes,PB,70
1897,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1898,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1899,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1900,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1901,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1902,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1903,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1904,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1905,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1906,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1907,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1908,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1909,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1910,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1911,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1912,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1913,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1914,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1915,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1916,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1917,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1918,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1919,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1920,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1921,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1922,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1923,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1924,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1925,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1926,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1927,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1928,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1929,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1930,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1931,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1932,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1933,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1934,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1935,CU320,Communications Utilities,Furnish & Install Optical Fiber Cabling,FO,39
1984,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1985,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1986,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1987,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1988,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1989,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1990,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1991,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1992,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1993,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1994,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1995,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1996,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1997,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1998,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
1999,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
2000,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
2001,CG452,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,FH,23
2005,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2006,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2007,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2008,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2009,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2010,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2011,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2012,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2013,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2014,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2015,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2016,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2017,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2018,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2019,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2020,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2021,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2022,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2023,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2024,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2025,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2026,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2027,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2028,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2029,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2030,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2031,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2032,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2033,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2034,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2035,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2036,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2037,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2038,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2039,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2040,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2041,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2042,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2043,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2044,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2045,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2046,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2047,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2048,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2049,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2050,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2051,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2052,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2053,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2054,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2055,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2056,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2057,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2058,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2059,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2060,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2061,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2062,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2063,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2064,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2065,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2066,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2067,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2068,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2069,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2070,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2071,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2072,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2073,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2074,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2075,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2076,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2077,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2078,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2079,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2080,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2081,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2082,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2083,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2084,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2085,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2086,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2087,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2088,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2089,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2090,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2091,CG452,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
2092,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2093,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2094,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2095,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2096,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2097,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2098,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2099,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2100,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2101,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2102,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2103,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2104,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2105,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2106,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2107,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2108,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2109,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2110,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2111,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2112,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2113,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2114,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2115,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2116,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2117,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2118,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2119,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2120,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2121,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2122,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2123,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2124,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2125,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2126,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2127,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2128,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
2129,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2130,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2131,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2132,CG452,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
2133,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2134,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2135,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2136,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2137,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2138,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2139,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2140,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2141,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2142,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2143,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2144,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2145,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2146,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2147,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2148,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2149,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
2150,CG452,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
