row_index,sheet_number,scope,bid_item,text,text_frequency
1314,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1315,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1316,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1317,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1318,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1319,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1320,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1321,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1322,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1323,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1324,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1325,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1326,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1327,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1328,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1329,CU300,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1330,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1331,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1332,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1333,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1334,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1335,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1336,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1337,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
1338,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
1339,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1340,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1341,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
1342,CU300,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,10''SD,27
1343,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1344,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1345,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1346,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1347,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1348,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1349,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1350,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1351,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1352,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1353,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1354,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1355,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1356,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1357,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1358,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1359,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1360,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1361,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1362,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1363,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1364,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1365,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1366,CU300,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1367,CU300,Utilities,Furnish & Install 15-Inch Storm Drain Pipe,15''SD,53
1368,CU300,Utilities,Furnish & Install 15-Inch Storm Drain Pipe,15''SD,53
1369,CU300,Utilities,Furnish & Install 15-Inch Storm Drain Pipe,15''SD,53
1370,CU300,Utilities,Furnish & Install 15-Inch Storm Drain Pipe,15''SD,53
1371,CU300,Utilities,Furnish & Install 15-Inch Storm Drain Pipe,15''SD,53
1373,CU300,Utilities,Furnish & Install 15-Inch Storm Drain Pipe,15''SD,53
1374,CU300,Utilities,Furnish & Install 15-Inch Storm Drain Pipe,15''SD,53
1375,CU300,Utilities,Furnish & Install 15-Inch Storm Drain Pipe,15''SD,53
1381,CU300,Utilities,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,27
1382,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1383,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1384,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1385,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1386,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1387,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1388,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1389,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1390,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1391,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1392,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1393,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1394,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1395,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1396,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1397,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1398,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1399,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1400,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1401,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1402,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1403,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1404,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1405,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1406,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1407,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1408,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1409,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1410,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1411,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1412,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1413,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1414,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1416,CU300,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1418,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1419,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1420,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1421,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1422,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1423,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1424,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1425,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1426,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1427,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1428,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1429,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1430,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1431,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1432,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1433,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1434,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1435,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1436,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1437,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1438,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1439,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1440,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1441,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1442,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1443,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1444,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1445,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1446,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1447,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1448,CU300,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1455,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1456,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1457,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1458,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1459,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1460,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1461,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1462,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1463,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1464,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1465,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1466,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1467,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1468,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1469,CU320,Fire Suppression,Furnish & Install — Fire Department Connections (FDC),FDC,71
1470,CU320,Fire Suppression,Furnish & Install — Fire Hydrants,FH,23
1471,CU320,Fire Suppression,Furnish & Install — Fire Hydrants,FH,23
1472,CU320,Fire Suppression,Furnish & Install — Fire Hydrants,FH,23
1473,CU320,Fire Suppression,Furnish & Install — Fire Hydrants,FH,23
1474,CU320,Fire Suppression,Furnish & Install — Fire Hydrants,FH,23
1570,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1571,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1572,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1573,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1574,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1575,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1576,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1577,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1578,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1579,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1580,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1581,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1582,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1583,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1584,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1585,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1586,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1587,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1588,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1589,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1590,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1591,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1592,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1593,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1594,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1595,CU320,Utilities,Furnish and Install 15 inch HDPE storm drain pipe,15''SD,53
1604,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1605,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1606,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1607,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1608,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1609,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1610,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1611,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1612,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1613,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1614,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,> 12''SD,63
1615,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1616,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1617,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1618,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1619,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1620,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1621,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1622,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1623,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1624,CU320,Utilities,Furnish & Install 12-Inch Storm Drain Pipe,12''SD,34
1628,CU320,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1629,CU320,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1630,CU320,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1631,CU320,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1632,CU320,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1633,CU320,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1634,CU320,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1635,CU320,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1636,CU320,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1637,CU320,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1638,CU320,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1639,CU320,Utilities,Furnish & Install 10-Inch Storm Drain Pipe,> 10''SD,39
1640,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1641,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1642,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1643,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1644,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1645,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1646,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1647,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1648,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1649,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1650,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1651,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1652,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1653,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1654,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1655,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1656,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1657,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1658,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1659,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1660,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1661,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1662,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1663,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1664,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1665,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1666,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1667,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1668,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1669,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1670,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1671,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1672,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1673,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1674,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1675,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1676,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1677,CU320,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,> 8''SD,153
1686,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1687,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1688,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1689,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1690,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1691,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1692,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1693,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1694,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1695,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1696,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1697,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1698,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1699,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1700,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1701,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1702,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1703,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1704,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1705,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1706,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1707,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1708,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1709,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1710,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1711,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1712,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1713,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1714,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1715,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1716,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1717,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1718,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1719,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1720,CU320,Utilities,Furnish & Install 8-Inch Water Pipe,8''W,66
1724,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1725,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1726,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1727,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1728,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1729,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1730,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1731,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1732,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1733,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1734,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1735,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1736,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1737,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1738,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1739,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1740,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1741,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1742,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1743,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1744,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1745,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1746,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1747,CU320,Utilities,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,24
1748,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1749,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1750,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1751,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1752,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1754,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1755,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1756,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1757,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1758,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1759,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1760,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1761,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1762,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1764,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1765,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1766,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
1767,CU320,Utilities,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,69
